# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P0DTC9	refseq:NC_045512.2	intact:EBI-25475856|uniprotkb:P0DTC9	intact:EBI-26977583|intact:EBI-26976848|intact:EBI-26976609|intact:EBI-26976231|intact:EBI-26976238|intact:EBI-26969115|intact:EBI-26969127|intact:EBI-26969090|intact:EBI-26969064|intact:EBI-26968819|intact:EBI-26967810|intact:EBI-26967658|intact:EBI-26967392|intact:EBI-26956665|intact:EBI-26956558|intact:EBI-26956331|intact:EBI-26956485|intact:EBI-26956583|intact:EBI-26903190|intact:EBI-26874796|intact:EBI-26874784|intact:EBI-26871880|intact:EBI-26870726|intact:EBI-26870604|intact:EBI-26451505|intact:EBI-26608251	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:sl1_5_prime utr(display_short)	psi-mi:"MI:0426"(light microscopy)	Carlson CR. et al.(2020)	intact:EBI-26606983|pubmed:33248025|imex:IM-28790	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26870756|imex:IM-28790-7	-
uniprotkb:P0DTC9	uniprotkb:P0DTC9	intact:EBI-25475856|uniprotkb:P0DTC9	intact:EBI-25475856|uniprotkb:P0DTC9	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:"MI:0416"(fluorescence microscopy)	Chen H. et al.(2020)	intact:EBI-26606992|pubmed:32901111|imex:IM-29038	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26855677|imex:IM-29038-37	-
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-25767352|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0|uniprotkb:A0A7D6JAD5|ensembl:ENSP00000252519.3|ensembl:ENSP00000389326.1|ensembl:ENSP00000504103.1|ensembl:ENSP00000505992.1|intact:EBI-15814450|intact:EBI-7730807|uniprotkb:Q9BYF1	intact:EBI-25474821|uniprotkb:P0DTC2	psi-mi:ace2_human(display_short)|psi-mi:Angiotensin-converting enzyme 2(display_long)|uniprotkb:ACE2(gene name)|uniprotkb:Angiotensin-converting enzyme-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:UNQ868/PRO1885(orf name)	psi-mi:spike_sars2(display_short)|psi-mi:Spike glycoprotein(display_long)|uniprotkb:S(gene name)|uniprotkb:2(orf name)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:E2(gene name synonym)	psi-mi:"MI:0969"(bio-layer interferometry)	Zhang J. et al.(2021)	intact:EBI-27119016|pubmed:34698504|imex:IM-29331	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-27121183|imex:IM-29331-19	-
refseq:NC_045512.2	uniprotkb:P0DTC9	intact:EBI-26977583|intact:EBI-26976848|intact:EBI-26976609|intact:EBI-26976231|intact:EBI-26976238|intact:EBI-26969115|intact:EBI-26969127|intact:EBI-26969090|intact:EBI-26969064|intact:EBI-26968819|intact:EBI-26967810|intact:EBI-26967658|intact:EBI-26967392|intact:EBI-26956665|intact:EBI-26956558|intact:EBI-26956331|intact:EBI-26956485|intact:EBI-26956583|intact:EBI-26903190|intact:EBI-26874796|intact:EBI-26874784|intact:EBI-26871880|intact:EBI-26870726|intact:EBI-26870604|intact:EBI-26451505|intact:EBI-26608251	intact:EBI-25475856|uniprotkb:P0DTC9	psi-mi:sl1_5_prime utr(display_short)	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:"MI:0426"(light microscopy)	Carlson CR. et al.(2020)	intact:EBI-26606983|pubmed:33248025|imex:IM-28790	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26870668|imex:IM-28790-3	-
refseq:NC_045512.2	uniprotkb:P0DTC9	intact:EBI-26977583|intact:EBI-26976848|intact:EBI-26976609|intact:EBI-26976231|intact:EBI-26976238|intact:EBI-26969115|intact:EBI-26969127|intact:EBI-26969090|intact:EBI-26969064|intact:EBI-26968819|intact:EBI-26967810|intact:EBI-26967658|intact:EBI-26967392|intact:EBI-26956665|intact:EBI-26956558|intact:EBI-26956331|intact:EBI-26956485|intact:EBI-26956583|intact:EBI-26903190|intact:EBI-26874796|intact:EBI-26874784|intact:EBI-26871880|intact:EBI-26870726|intact:EBI-26870604|intact:EBI-26451505|intact:EBI-26608251	intact:EBI-25475856|uniprotkb:P0DTC9	psi-mi:sl1_5_prime utr(display_short)	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:"MI:0966"(ultraviolet-visible spectroscopy)	Carlson CR. et al.(2020)	intact:EBI-26606983|pubmed:33248025|imex:IM-28790	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26870950|imex:IM-28790-33	-
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-25767352|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0|uniprotkb:A0A7D6JAD5|ensembl:ENSP00000252519.3|ensembl:ENSP00000389326.1|ensembl:ENSP00000504103.1|ensembl:ENSP00000505992.1|intact:EBI-15814450|intact:EBI-7730807|uniprotkb:Q9BYF1	intact:EBI-25474821|uniprotkb:P0DTC2	psi-mi:ace2_human(display_short)|psi-mi:Angiotensin-converting enzyme 2(display_long)|uniprotkb:ACE2(gene name)|uniprotkb:Angiotensin-converting enzyme-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:UNQ868/PRO1885(orf name)	psi-mi:spike_sars2(display_short)|psi-mi:Spike glycoprotein(display_long)|uniprotkb:S(gene name)|uniprotkb:2(orf name)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:E2(gene name synonym)	psi-mi:"MI:0969"(bio-layer interferometry)	Zhang J. et al.(2021)	intact:EBI-27119016|pubmed:34698504|imex:IM-29331	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-27121151|imex:IM-29331-15	-
refseq:NC_045512.2	uniprotkb:P0DTC9	intact:EBI-26977583|intact:EBI-26976848|intact:EBI-26976609|intact:EBI-26976231|intact:EBI-26976238|intact:EBI-26969115|intact:EBI-26969127|intact:EBI-26969090|intact:EBI-26969064|intact:EBI-26968819|intact:EBI-26967810|intact:EBI-26967658|intact:EBI-26967392|intact:EBI-26956665|intact:EBI-26956558|intact:EBI-26956331|intact:EBI-26956485|intact:EBI-26956583|intact:EBI-26903190|intact:EBI-26874796|intact:EBI-26874784|intact:EBI-26871880|intact:EBI-26870726|intact:EBI-26870604|intact:EBI-26451505|intact:EBI-26608251	intact:EBI-25475856|uniprotkb:P0DTC9	psi-mi:sl1_5_prime utr(display_short)	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:"MI:0426"(light microscopy)	Carlson CR. et al.(2020)	intact:EBI-26606983|pubmed:33248025|imex:IM-28790	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26870715|imex:IM-28790-41	-
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-25767352|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0|uniprotkb:A0A7D6JAD5|ensembl:ENSP00000252519.3|ensembl:ENSP00000389326.1|ensembl:ENSP00000504103.1|ensembl:ENSP00000505992.1|intact:EBI-15814450|intact:EBI-7730807|uniprotkb:Q9BYF1	intact:EBI-25474821|uniprotkb:P0DTC2	psi-mi:ace2_human(display_short)|psi-mi:Angiotensin-converting enzyme 2(display_long)|uniprotkb:ACE2(gene name)|uniprotkb:Angiotensin-converting enzyme-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:UNQ868/PRO1885(orf name)	psi-mi:spike_sars2(display_short)|psi-mi:Spike glycoprotein(display_long)|uniprotkb:S(gene name)|uniprotkb:2(orf name)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:E2(gene name synonym)	psi-mi:"MI:0969"(bio-layer interferometry)	Zhou B. et al.(2021)	intact:EBI-26854402|pubmed:33636719|imex:IM-28776	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26854690|imex:IM-28776-3	-
uniprotkb:P0DTC9	refseq:NC_045512.2	intact:EBI-25475856|uniprotkb:P0DTC9	intact:EBI-26977583|intact:EBI-26976848|intact:EBI-26976609|intact:EBI-26976231|intact:EBI-26976238|intact:EBI-26969115|intact:EBI-26969127|intact:EBI-26969090|intact:EBI-26969064|intact:EBI-26968819|intact:EBI-26967810|intact:EBI-26967658|intact:EBI-26967392|intact:EBI-26956665|intact:EBI-26956558|intact:EBI-26956331|intact:EBI-26956485|intact:EBI-26956583|intact:EBI-26903190|intact:EBI-26874796|intact:EBI-26874784|intact:EBI-26871880|intact:EBI-26870726|intact:EBI-26870604|intact:EBI-26451505|intact:EBI-26608251	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:sl1_5_prime utr(display_short)	psi-mi:"MI:1016"(fluorescence recovery after photobleaching)	Carlson CR. et al.(2020)	intact:EBI-26606983|pubmed:33248025|imex:IM-28790	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26871259|imex:IM-28790-37	-
uniprotkb:P0DTC2	uniprotkb:Q9BYF1	intact:EBI-25474821|uniprotkb:P0DTC2	intact:EBI-25767352|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0|uniprotkb:A0A7D6JAD5|ensembl:ENSP00000252519.3|ensembl:ENSP00000389326.1|ensembl:ENSP00000504103.1|ensembl:ENSP00000505992.1|intact:EBI-15814450|intact:EBI-7730807|uniprotkb:Q9BYF1	psi-mi:spike_sars2(display_short)|psi-mi:Spike glycoprotein(display_long)|uniprotkb:S(gene name)|uniprotkb:2(orf name)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:E2(gene name synonym)	psi-mi:ace2_human(display_short)|psi-mi:Angiotensin-converting enzyme 2(display_long)|uniprotkb:ACE2(gene name)|uniprotkb:Angiotensin-converting enzyme-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:UNQ868/PRO1885(orf name)	psi-mi:"MI:0892"(solid phase assay)	Madan T. et al.(2021)	intact:EBI-26904556|pubmed:33784482|imex:IM-28902	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26961694|imex:IM-28902-11	-
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-25767352|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0|uniprotkb:A0A7D6JAD5|ensembl:ENSP00000252519.3|ensembl:ENSP00000389326.1|ensembl:ENSP00000504103.1|ensembl:ENSP00000505992.1|intact:EBI-15814450|intact:EBI-7730807|uniprotkb:Q9BYF1	intact:EBI-25474821|uniprotkb:P0DTC2	psi-mi:ace2_human(display_short)|psi-mi:Angiotensin-converting enzyme 2(display_long)|uniprotkb:ACE2(gene name)|uniprotkb:Angiotensin-converting enzyme-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:UNQ868/PRO1885(orf name)	psi-mi:spike_sars2(display_short)|psi-mi:Spike glycoprotein(display_long)|uniprotkb:S(gene name)|uniprotkb:2(orf name)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:E2(gene name synonym)	psi-mi:"MI:0411"(enzyme linked immunosorbent assay)	Shu CJ. et al.(2021)	intact:EBI-26898966|pubmed:33738989|imex:IM-28863	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26906551|imex:IM-28863-1	-
uniprotkb:P0DTC9	uniprotkb:P0DTC9	intact:EBI-25475856|uniprotkb:P0DTC9	intact:EBI-25475856|uniprotkb:P0DTC9	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:"MI:0416"(fluorescence microscopy)	Chen H. et al.(2020)	intact:EBI-26606992|pubmed:32901111|imex:IM-29038	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26855766|imex:IM-29038-17	-
uniprotkb:P0DTC9	refseq:NC_045512.2	intact:EBI-25475856|uniprotkb:P0DTC9	intact:EBI-26977583|intact:EBI-26976848|intact:EBI-26976609|intact:EBI-26976231|intact:EBI-26976238|intact:EBI-26969115|intact:EBI-26969127|intact:EBI-26969090|intact:EBI-26969064|intact:EBI-26968819|intact:EBI-26967810|intact:EBI-26967658|intact:EBI-26967392|intact:EBI-26956665|intact:EBI-26956558|intact:EBI-26956331|intact:EBI-26956485|intact:EBI-26956583|intact:EBI-26903190|intact:EBI-26874796|intact:EBI-26874784|intact:EBI-26871880|intact:EBI-26870726|intact:EBI-26870604|intact:EBI-26451505|intact:EBI-26608251	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:sl1_5_prime utr(display_short)	psi-mi:"MI:0416"(fluorescence microscopy)	Iserman C. et al.(2020)	intact:EBI-26606975|pubmed:33290746|imex:IM-28797	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26871925|imex:IM-28797-23	-
uniprotkb:P0DTC9	uniprotkb:P0DTC9	intact:EBI-25475856|uniprotkb:P0DTC9	intact:EBI-25475856|uniprotkb:P0DTC9	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:"MI:0426"(light microscopy)	Chen H. et al.(2020)	intact:EBI-26606992|pubmed:32901111|imex:IM-29038	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26855709|imex:IM-29038-13	-
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-25767352|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0|uniprotkb:A0A7D6JAD5|ensembl:ENSP00000252519.3|ensembl:ENSP00000389326.1|ensembl:ENSP00000504103.1|ensembl:ENSP00000505992.1|intact:EBI-15814450|intact:EBI-7730807|uniprotkb:Q9BYF1	intact:EBI-25474821|uniprotkb:P0DTC2	psi-mi:ace2_human(display_short)|psi-mi:Angiotensin-converting enzyme 2(display_long)|uniprotkb:ACE2(gene name)|uniprotkb:Angiotensin-converting enzyme-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:UNQ868/PRO1885(orf name)	psi-mi:spike_sars2(display_short)|psi-mi:Spike glycoprotein(display_long)|uniprotkb:S(gene name)|uniprotkb:2(orf name)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:E2(gene name synonym)	psi-mi:"MI:0969"(bio-layer interferometry)	Zhang J. et al.(2021)	intact:EBI-27119016|pubmed:34698504|imex:IM-29331	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-27121168|imex:IM-29331-17	-
uniprotkb:P0DTC9	refseq:NC_045512.2	intact:EBI-25475856|uniprotkb:P0DTC9	intact:EBI-26977583|intact:EBI-26976848|intact:EBI-26976609|intact:EBI-26976231|intact:EBI-26976238|intact:EBI-26969115|intact:EBI-26969127|intact:EBI-26969090|intact:EBI-26969064|intact:EBI-26968819|intact:EBI-26967810|intact:EBI-26967658|intact:EBI-26967392|intact:EBI-26956665|intact:EBI-26956558|intact:EBI-26956331|intact:EBI-26956485|intact:EBI-26956583|intact:EBI-26903190|intact:EBI-26874796|intact:EBI-26874784|intact:EBI-26871880|intact:EBI-26870726|intact:EBI-26870604|intact:EBI-26451505|intact:EBI-26608251	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:sl1_5_prime utr(display_short)	psi-mi:"MI:0663"(confocal microscopy)	Zhao D. et al.(2021)	intact:EBI-26899055|pubmed:33770364|imex:IM-28855	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26903170|imex:IM-28855-53	-
refseq:NC_045512.2	uniprotkb:P0DTC9	intact:EBI-26977583|intact:EBI-26976848|intact:EBI-26976609|intact:EBI-26976231|intact:EBI-26976238|intact:EBI-26969115|intact:EBI-26969127|intact:EBI-26969090|intact:EBI-26969064|intact:EBI-26968819|intact:EBI-26967810|intact:EBI-26967658|intact:EBI-26967392|intact:EBI-26956665|intact:EBI-26956558|intact:EBI-26956331|intact:EBI-26956485|intact:EBI-26956583|intact:EBI-26903190|intact:EBI-26874796|intact:EBI-26874784|intact:EBI-26871880|intact:EBI-26870726|intact:EBI-26870604|intact:EBI-26451505|intact:EBI-26608251	intact:EBI-25475856|uniprotkb:P0DTC9	psi-mi:sl1_5_prime utr(display_short)	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:"MI:0426"(light microscopy)	Carlson CR. et al.(2020)	intact:EBI-26606983|pubmed:33248025|imex:IM-28790	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26870746|imex:IM-28790-5	-
uniprotkb:P0DTC9	uniprotkb:P0DTC9	intact:EBI-25475856|uniprotkb:P0DTC9	intact:EBI-25475856|uniprotkb:P0DTC9	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:"MI:0416"(fluorescence microscopy)	Iserman C. et al.(2020)	intact:EBI-26606975|pubmed:33290746|imex:IM-28797	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26872389|imex:IM-28797-27	-
uniprotkb:Q9BYF1	uniprotkb:P0DTC2	intact:EBI-25767352|uniprotkb:Q9UFZ6|uniprotkb:Q9NRA7|intact:MINT-4538816|uniprotkb:C7ECU1|uniprotkb:Q6UWP0|uniprotkb:Q86WT0|uniprotkb:A0A7D6JAD5|ensembl:ENSP00000252519.3|ensembl:ENSP00000389326.1|ensembl:ENSP00000504103.1|ensembl:ENSP00000505992.1|intact:EBI-15814450|intact:EBI-7730807|uniprotkb:Q9BYF1	intact:EBI-25474821|uniprotkb:P0DTC2	psi-mi:ace2_human(display_short)|psi-mi:Angiotensin-converting enzyme 2(display_long)|uniprotkb:ACE2(gene name)|uniprotkb:Angiotensin-converting enzyme-related carboxypeptidase(gene name synonym)|uniprotkb:Metalloprotease MPROT15(gene name synonym)|uniprotkb:Angiotensin-converting enzyme homolog(gene name synonym)|uniprotkb:UNQ868/PRO1885(orf name)	psi-mi:spike_sars2(display_short)|psi-mi:Spike glycoprotein(display_long)|uniprotkb:S(gene name)|uniprotkb:2(orf name)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:E2(gene name synonym)	psi-mi:"MI:0969"(bio-layer interferometry)	Zhang J. et al.(2021)	intact:EBI-27119016|pubmed:34698504|imex:IM-29331	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-27121129|imex:IM-29331-37	-
uniprotkb:P0DTC9	uniprotkb:P0DTC9	intact:EBI-25475856|uniprotkb:P0DTC9	intact:EBI-25475856|uniprotkb:P0DTC9	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:"MI:0038"(dynamic light scattering)	Chen H. et al.(2020)	intact:EBI-26606992|pubmed:32901111|imex:IM-29038	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26855274|imex:IM-29038-27	-
uniprotkb:P0DTC9	refseq:NC_045512.2	intact:EBI-25475856|uniprotkb:P0DTC9	intact:EBI-26977583|intact:EBI-26976848|intact:EBI-26976609|intact:EBI-26976231|intact:EBI-26976238|intact:EBI-26969115|intact:EBI-26969127|intact:EBI-26969090|intact:EBI-26969064|intact:EBI-26968819|intact:EBI-26967810|intact:EBI-26967658|intact:EBI-26967392|intact:EBI-26956665|intact:EBI-26956558|intact:EBI-26956331|intact:EBI-26956485|intact:EBI-26956583|intact:EBI-26903190|intact:EBI-26874796|intact:EBI-26874784|intact:EBI-26871880|intact:EBI-26870726|intact:EBI-26870604|intact:EBI-26451505|intact:EBI-26608251	psi-mi:ncap_sars2(display_short)|psi-mi:Nucleoprotein(display_long)|uniprotkb:N(gene name)|uniprotkb:Nucleocapsid protein(gene name synonym)	psi-mi:sl1_5_prime utr(display_short)	psi-mi:"MI:0416"(fluorescence microscopy)	Iserman C. et al.(2020)	intact:EBI-26606975|pubmed:33290746|imex:IM-28797	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-26871949|imex:IM-28797-25	-
